,province code,city code,city name
209,430000,431300,娄底市
210,430000,433100,湘西州
211,430000,433101,耒阳市
212,430000,433102,吉首市
213,430000,433102,常德市
214,440000,440100,广州市
215,440000,440200,韶关市
216,440000,440300,深圳市
217,440000,440400,珠海市
218,440000,440500,汕头市
219,440000,440600,佛山市
220,440000,440700,江门市
221,440000,440800,湛江市
222,440000,440900,茂名市
223,440000,441200,肇庆市
224,440000,441300,惠州市
225,440000,441400,梅州市
226,440000,441500,汕尾市
227,440000,441600,河源市
228,440000,441700,阳江市
229,440000,441800,清远市
230,440000,441900,东莞市
231,440000,442000,中山市
232,440000,445100,潮州市
233,440000,445200,揭阳市
234,440000,445300,云浮市
235,450000,450100,南宁市
236,450000,450200,柳州市
237,450000,450300,桂林市
238,450000,450400,梧州市
239,450000,450500,北海市
240,450000,450600,防城港市
241,450000,450700,钦州市
242,450000,450800,贵港市
243,450000,450900,玉林市
244,450000,451000,百色市
245,450000,451100,贺州市
246,450000,451200,河池市
247,450000,451300,来宾市
248,450000,451400,崇左市
249,460000,462800,南沙群岛
250,460000,462900,中沙群岛的岛礁及其海域
251,460000,460100,海口市
252,460000,460200,三亚市
253,460000,461100,五指山
254,460000,461200,琼海
255,460000,461300,儋州
256,460000,461400,文昌市
257,460000,461500,万宁市
258,460000,461600,东方市
259,460000,461700,定安
260,460000,461800,屯昌
261,460000,461900,澄迈
262,460000,462000,临高
263,460000,462100,白沙
264,460000,462200,昌江
265,460000,462300,乐东
266,460000,462400,陵水
267,460000,462500,保亭
268,460000,462600,琼中
269,460000,462700,西沙群岛
270,500000,500100,重庆市
271,510000,510100,成都市
272,510000,510300,自贡市
273,510000,510400,攀枝花市
274,510000,510500,泸州市
275,510000,510600,德阳市
276,510000,510700,绵阳市
277,510000,510800,广元市
278,510000,510900,遂宁市
279,510000,511000,内江市
280,510000,511100,乐山市
281,510000,511300,南充市
282,510000,511400,眉山市
283,510000,511500,宜宾市
284,510000,511600,广安市
285,510000,511700,达州市
286,510000,511800,雅安市
287,510000,511900,巴中市
288,510000,512000,资阳市
289,510000,513200,阿坝州
290,510000,513300,甘孜州
291,510000,513400,凉山州
292,520000,520100,贵阳市
293,520000,520200,六盘水市
294,520000,520300,遵义市
295,520000,520400,安顺市
296,520000,522200,铜仁市
297,520000,522300,黔西南州
298,520000,522400,毕节市
299,520000,522600,黔东南州
300,520000,522700,黔南州
301,520000,522701,清镇市
302,520000,522701,都匀
303,520000,522702,凯里市
304,530000,530100,昆明市
305,530000,530300,曲靖市
306,530000,530400,玉溪市
307,530000,530500,保山市
308,530000,530600,昭通市
309,530000,530700,丽江市
310,530000,530800,普洱市
311,530000,530900,临沧市
312,530000,532300,楚雄州
313,530000,532500,红河州
314,530000,532600,文山州
315,530000,532800,西双版纳州
316,530000,532900,大理州
317,530000,533100,德宏州
318,530000,533300,怒江州
319,530000,533400,迪庆州
320,530000,530901,临沧地区
321,530000,530902,景洪市
322,530000,530903,开远市
323,540000,540100,拉萨市
324,540000,542100,昌都地区
325,540000,542200,山南地区
326,540000,542300,日喀则地区
327,540000,542400,那曲地区
328,540000,542500,阿里地区
329,540000,542600,林芝地区
330,610000,610100,西安市
331,610000,610200,铜川市
332,610000,610300,宝鸡市
333,610000,610400,咸阳市
334,610000,610500,渭南市
335,610000,610600,延安市
336,610000,610700,汉中市
337,610000,610800,榆林市
338,610000,610900,安康市
339,610000,611000,商洛市
340,620000,620100,兰州市
341,620000,620200,嘉峪关市
342,620000,620300,金昌市
343,620000,620400,白银市
344,620000,620500,天水市
345,620000,620600,武威市
346,620000,620700,张掖市
347,620000,620800,平凉市
348,620000,620900,酒泉市
349,620000,621000,庆阳市
350,620000,621100,定西市
351,620000,621200,陇南市
352,620000,622900,临夏州
353,620000,623000,甘南州
354,630000,630100,西宁市
355,630000,632100,海东地区
356,630000,632200,海北州
357,630000,632300,黄南州
358,630000,632500,海南州
359,630000,632600,果洛州
360,630000,632700,玉树州
361,630000,632800,海西州
362,630000,632801,格尔木市
363,630000,632802,德令哈市
364,640000,640100,银川市
365,640000,640200,石嘴山市
366,640000,640300,吴忠市
367,640000,640400,固原市
368,640000,640500,中卫市
369,650000,650100,乌鲁木齐市
370,650000,650200,克拉玛依市
371,650000,650300,米泉
372,650000,652100,吐鲁番地区
373,650000,652200,哈密地区
374,650000,652300,昌吉州
375,650000,652700,博尔塔拉州
376,650000,652800,巴音郭楞州
377,650000,652900,阿克苏地区
378,650000,653000,克孜勒苏州
379,650000,653100,喀什地区
380,650000,653200,和田地区
381,650000,654000,伊犁州
382,650000,654200,塔城地区
383,650000,654300,阿勒泰地区
384,650000,655100,石河子市
385,650000,655200,阿拉尔市
386,650000,655300,图木舒克市
387,650000,655400,五家渠市
388,650000,655401,奎屯市
389,650000,655402,伊宁市
390,650000,655403,博乐市
391,650000,655404,库尔勒市
392,710000,710100,台湾省
393,810000,810100,香港特区
394,820000,820100,澳门特区
