,pcode,p,ccode,c,dcode,d
0,110000,北京市,110100,北京市市辖区,110101,东城区
1,110000,北京市,110100,北京市市辖区,110102,西城区
2,110000,北京市,110100,北京市市辖区,110105,朝阳区
3,110000,北京市,110100,北京市市辖区,110106,丰台区
4,110000,北京市,110100,北京市市辖区,110107,石景山区
5,110000,北京市,110100,北京市市辖区,110108,海淀区
6,110000,北京市,110100,北京市市辖区,110109,门头沟区
7,110000,北京市,110100,北京市市辖区,110111,房山区
8,110000,北京市,110100,北京市市辖区,110112,通州区
9,110000,北京市,110100,北京市市辖区,110113,顺义区
10,110000,北京市,110100,北京市市辖区,110114,昌平区
11,110000,北京市,110100,北京市市辖区,110115,大兴区
12,110000,北京市,110100,北京市市辖区,110116,怀柔区
13,110000,北京市,110100,北京市市辖区,110117,平谷区
14,110000,北京市,110100,北京市市辖区,110118,密云区
15,110000,北京市,110100,北京市市辖区,110119,延庆区
16,120000,天津市,120100,天津市市辖区,120101,和平区
17,120000,天津市,120100,天津市市辖区,120102,河东区
18,120000,天津市,120100,天津市市辖区,120103,河西区
19,120000,天津市,120100,天津市市辖区,120104,南开区
20,120000,天津市,120100,天津市市辖区,120105,河北区
21,120000,天津市,120100,天津市市辖区,120106,红桥区
22,120000,天津市,120100,天津市市辖区,120110,东丽区
23,120000,天津市,120100,天津市市辖区,120111,西青区
24,120000,天津市,120100,天津市市辖区,120112,津南区
25,120000,天津市,120100,天津市市辖区,120113,北辰区
26,120000,天津市,120100,天津市市辖区,120114,武清区
27,120000,天津市,120100,天津市市辖区,120115,宝坻区
28,120000,天津市,120100,天津市市辖区,120116,滨海新区
29,120000,天津市,120100,天津市市辖区,120117,宁河区
30,120000,天津市,120100,天津市市辖区,120118,静海区
31,120000,天津市,120100,天津市市辖区,120225,蓟县
32,130000,河北省,130100,石家庄市,130102,长安区
33,130000,河北省,130100,石家庄市,130104,桥西区
34,130000,河北省,130100,石家庄市,130105,新华区
35,130000,河北省,130100,石家庄市,130107,井陉矿区
36,130000,河北省,130100,石家庄市,130108,裕华区
37,130000,河北省,130100,石家庄市,130109,藁城区
38,130000,河北省,130100,石家庄市,130110,鹿泉区
39,130000,河北省,130100,石家庄市,130111,栾城区
40,130000,河北省,130100,石家庄市,130121,井陉县
41,130000,河北省,130100,石家庄市,130123,正定县
42,130000,河北省,130100,石家庄市,130125,行唐县
43,130000,河北省,130100,石家庄市,130126,灵寿县
44,130000,河北省,130100,石家庄市,130127,高邑县
45,130000,河北省,130100,石家庄市,130128,深泽县
46,130000,河北省,130100,石家庄市,130129,赞皇县
47,130000,河北省,130100,石家庄市,130130,无极县
48,130000,河北省,130100,石家庄市,130131,平山县
49,130000,河北省,130100,石家庄市,130132,元氏县
50,130000,河北省,130100,石家庄市,130133,赵县
51,130000,河北省,130100,石家庄市,130181,辛集市
52,130000,河北省,130100,石家庄市,130183,晋州市
53,130000,河北省,130100,石家庄市,130184,新乐市
54,130000,河北省,130200,唐山市,130202,路南区
55,130000,河北省,130200,唐山市,130203,路北区
56,130000,河北省,130200,唐山市,130204,古冶区
57,130000,河北省,130200,唐山市,130205,开平区
58,130000,河北省,130200,唐山市,130207,丰南区
59,130000,河北省,130200,唐山市,130208,丰润区
60,130000,河北省,130200,唐山市,130209,曹妃甸区
61,130000,河北省,130200,唐山市,130223,滦县
62,130000,河北省,130200,唐山市,130224,滦南县
63,130000,河北省,130200,唐山市,130225,乐亭县
64,130000,河北省,130200,唐山市,130227,迁西县
65,130000,河北省,130200,唐山市,130229,玉田县
66,130000,河北省,130200,唐山市,130281,遵化市
67,130000,河北省,130200,唐山市,130283,迁安市
68,130000,河北省,130300,秦皇岛市,130302,海港区
69,130000,河北省,130300,秦皇岛市,130303,山海关区
70,130000,河北省,130300,秦皇岛市,130304,北戴河区
71,130000,河北省,130300,秦皇岛市,130306,抚宁区
72,130000,河北省,130300,秦皇岛市,130321,青龙满族自治县
73,130000,河北省,130300,秦皇岛市,130322,昌黎县
74,130000,河北省,130300,秦皇岛市,130324,卢龙县
75,130000,河北省,130400,邯郸市,130402,邯山区
76,130000,河北省,130400,邯郸市,130403,丛台区
77,130000,河北省,130400,邯郸市,130404,复兴区
78,130000,河北省,130400,邯郸市,130406,峰峰矿区
79,130000,河北省,130400,邯郸市,130421,邯郸县
80,130000,河北省,130400,邯郸市,130423,临漳县
81,130000,河北省,130400,邯郸市,130424,成安县
82,130000,河北省,130400,邯郸市,130425,大名县
83,130000,河北省,130400,邯郸市,130426,涉县
84,130000,河北省,130400,邯郸市,130427,磁县
85,130000,河北省,130400,邯郸市,130428,肥乡县
86,130000,河北省,130400,邯郸市,130429,永年县
87,130000,河北省,130400,邯郸市,130430,邱县
88,130000,河北省,130400,邯郸市,130431,鸡泽县
89,130000,河北省,130400,邯郸市,130432,广平县
90,130000,河北省,130400,邯郸市,130433,馆陶县
91,130000,河北省,130400,邯郸市,130434,魏县
92,130000,河北省,130400,邯郸市,130435,曲周县
93,130000,河北省,130400,邯郸市,130481,武安市
94,130000,河北省,130500,邢台市,130502,桥东区
95,130000,河北省,130500,邢台市,130503,桥西区
96,130000,河北省,130500,邢台市,130521,邢台县
97,130000,河北省,130500,邢台市,130522,临城县
98,130000,河北省,130500,邢台市,130523,内丘县
99,130000,河北省,130500,邢台市,130524,柏乡县
100,130000,河北省,130500,邢台市,130525,隆尧县
101,130000,河北省,130500,邢台市,130526,任县
102,130000,河北省,130500,邢台市,130527,南和县
103,130000,河北省,130500,邢台市,130528,宁晋县
104,130000,河北省,130500,邢台市,130529,巨鹿县
105,130000,河北省,130500,邢台市,130530,新河县
106,130000,河北省,130500,邢台市,130531,广宗县
107,130000,河北省,130500,邢台市,130532,平乡县
108,130000,河北省,130500,邢台市,130533,威县
109,130000,河北省,130500,邢台市,130534,清河县
110,130000,河北省,130500,邢台市,130535,临西县
111,130000,河北省,130500,邢台市,130581,南宫市
112,130000,河北省,130500,邢台市,130582,沙河市
113,130000,河北省,130600,保定市,130602,竞秀区
114,130000,河北省,130600,保定市,130606,莲池区
115,130000,河北省,130600,保定市,130607,满城区
116,130000,河北省,130600,保定市,130608,清苑区
117,130000,河北省,130600,保定市,130609,徐水区
118,130000,河北省,130600,保定市,130623,涞水县
119,130000,河北省,130600,保定市,130624,阜平县
120,130000,河北省,130600,保定市,130626,定兴县
121,130000,河北省,130600,保定市,130627,唐县
122,130000,河北省,130600,保定市,130628,高阳县
123,130000,河北省,130600,保定市,130629,容城县
124,130000,河北省,130600,保定市,130630,涞源县
125,130000,河北省,130600,保定市,130631,望都县
126,130000,河北省,130600,保定市,130632,安新县
127,130000,河北省,130600,保定市,130633,易县
128,130000,河北省,130600,保定市,130634,曲阳县
129,130000,河北省,130600,保定市,130635,蠡县
130,130000,河北省,130600,保定市,130636,顺平县
131,130000,河北省,130600,保定市,130637,博野县
132,130000,河北省,130600,保定市,130638,雄县
133,130000,河北省,130600,保定市,130681,涿州市
134,130000,河北省,130600,保定市,130682,定州市
135,130000,河北省,130600,保定市,130683,安国市
136,130000,河北省,130600,保定市,130684,高碑店市
137,130000,河北省,130700,张家口市,130702,桥东区
138,130000,河北省,130700,张家口市,130703,桥西区
139,130000,河北省,130700,张家口市,130705,宣化区
140,130000,河北省,130700,张家口市,130706,下花园区
141,130000,河北省,130700,张家口市,130721,宣化县
142,130000,河北省,130700,张家口市,130722,张北县
143,130000,河北省,130700,张家口市,130723,康保县
144,130000,河北省,130700,张家口市,130724,沽源县
145,130000,河北省,130700,张家口市,130725,尚义县
146,130000,河北省,130700,张家口市,130726,蔚县
147,130000,河北省,130700,张家口市,130727,阳原县
148,130000,河北省,130700,张家口市,130728,怀安县
149,130000,河北省,130700,张家口市,130729,万全县
150,130000,河北省,130700,张家口市,130730,怀来县
151,130000,河北省,130700,张家口市,130731,涿鹿县
152,130000,河北省,130700,张家口市,130732,赤城县
153,130000,河北省,130700,张家口市,130733,崇礼县
154,130000,河北省,130800,承德市,130802,双桥区
155,130000,河北省,130800,承德市,130803,双滦区
156,130000,河北省,130800,承德市,130804,鹰手营子矿区
157,130000,河北省,130800,承德市,130821,承德县
158,130000,河北省,130800,承德市,130822,兴隆县
159,130000,河北省,130800,承德市,130823,平泉县
160,130000,河北省,130800,承德市,130824,滦平县
161,130000,河北省,130800,承德市,130825,隆化县
162,130000,河北省,130800,承德市,130826,丰宁满族自治县
163,130000,河北省,130800,承德市,130827,宽城满族自治县
164,130000,河北省,130800,承德市,130828,围场满族蒙古族自治县
165,130000,河北省,130900,沧州市,130902,新华区
166,130000,河北省,130900,沧州市,130903,运河区
167,130000,河北省,130900,沧州市,130921,沧县
168,130000,河北省,130900,沧州市,130922,青县
169,130000,河北省,130900,沧州市,130923,东光县
170,130000,河北省,130900,沧州市,130924,海兴县
171,130000,河北省,130900,沧州市,130925,盐山县
172,130000,河北省,130900,沧州市,130926,肃宁县
173,130000,河北省,130900,沧州市,130927,南皮县
174,130000,河北省,130900,沧州市,130928,吴桥县
175,130000,河北省,130900,沧州市,130929,献县
176,130000,河北省,130900,沧州市,130930,孟村回族自治县
177,130000,河北省,130900,沧州市,130981,泊头市
178,130000,河北省,130900,沧州市,130982,任丘市
179,130000,河北省,130900,沧州市,130983,黄骅市
180,130000,河北省,130900,沧州市,130984,河间市
181,130000,河北省,131000,廊坊市,131002,安次区
182,130000,河北省,131000,廊坊市,131003,广阳区
183,130000,河北省,131000,廊坊市,131022,固安县
184,130000,河北省,131000,廊坊市,131023,永清县
185,130000,河北省,131000,廊坊市,131024,香河县
186,130000,河北省,131000,廊坊市,131025,大城县
187,130000,河北省,131000,廊坊市,131026,文安县
188,130000,河北省,131000,廊坊市,131028,大厂回族自治县
189,130000,河北省,131000,廊坊市,131081,霸州市
190,130000,河北省,131000,廊坊市,131082,三河市
191,130000,河北省,131100,衡水市,131102,桃城区
192,130000,河北省,131100,衡水市,131121,枣强县
193,130000,河北省,131100,衡水市,131122,武邑县
194,130000,河北省,131100,衡水市,131123,武强县
195,130000,河北省,131100,衡水市,131124,饶阳县
196,130000,河北省,131100,衡水市,131125,安平县
197,130000,河北省,131100,衡水市,131126,故城县
198,130000,河北省,131100,衡水市,131127,景县
199,130000,河北省,131100,衡水市,131128,阜城县
200,130000,河北省,131100,衡水市,131181,冀州市
201,130000,河北省,131100,衡水市,131182,深州市
202,140000,山西省,140100,太原市,140105,小店区
203,140000,山西省,140100,太原市,140106,迎泽区
204,140000,山西省,140100,太原市,140107,杏花岭区
205,140000,山西省,140100,太原市,140108,尖草坪区
206,140000,山西省,140100,太原市,140109,万柏林区
207,140000,山西省,140100,太原市,140110,晋源区
208,140000,山西省,140100,太原市,140121,清徐县
209,140000,山西省,140100,太原市,140122,阳曲县
210,140000,山西省,140100,太原市,140123,娄烦县
211,140000,山西省,140100,太原市,140181,古交市
212,140000,山西省,140200,大同市,140202,城区
213,140000,山西省,140200,大同市,140203,矿区
214,140000,山西省,140200,大同市,140211,南郊区
215,140000,山西省,140200,大同市,140212,新荣区
216,140000,山西省,140200,大同市,140221,阳高县
217,140000,山西省,140200,大同市,140222,天镇县
218,140000,山西省,140200,大同市,140223,广灵县
219,140000,山西省,140200,大同市,140224,灵丘县
220,140000,山西省,140200,大同市,140225,浑源县
221,140000,山西省,140200,大同市,140226,左云县
222,140000,山西省,140200,大同市,140227,大同县
223,140000,山西省,140300,阳泉市,140302,城区
224,140000,山西省,140300,阳泉市,140303,矿区
225,140000,山西省,140300,阳泉市,140311,郊区
226,140000,山西省,140300,阳泉市,140321,平定县
227,140000,山西省,140300,阳泉市,140322,盂县
228,140000,山西省,140400,长治市,140402,城区
229,140000,山西省,140400,长治市,140411,郊区
230,140000,山西省,140400,长治市,140421,长治县
231,140000,山西省,140400,长治市,140423,襄垣县
232,140000,山西省,140400,长治市,140424,屯留县
233,140000,山西省,140400,长治市,140425,平顺县
234,140000,山西省,140400,长治市,140426,黎城县
235,140000,山西省,140400,长治市,140427,壶关县
236,140000,山西省,140400,长治市,140428,长子县
237,140000,山西省,140400,长治市,140429,武乡县
238,140000,山西省,140400,长治市,140430,沁县
239,140000,山西省,140400,长治市,140431,沁源县
240,140000,山西省,140400,长治市,140481,潞城市
241,140000,山西省,140500,晋城市,140502,城区
242,140000,山西省,140500,晋城市,140521,沁水县
243,140000,山西省,140500,晋城市,140522,阳城县
244,140000,山西省,140500,晋城市,140524,陵川县
245,140000,山西省,140500,晋城市,140525,泽州县
246,140000,山西省,140500,晋城市,140581,高平市
247,140000,山西省,140600,朔州市,140602,朔城区
248,140000,山西省,140600,朔州市,140603,平鲁区
249,140000,山西省,140600,朔州市,140621,山阴县
250,140000,山西省,140600,朔州市,140622,应县
251,140000,山西省,140600,朔州市,140623,右玉县
252,140000,山西省,140600,朔州市,140624,怀仁县
253,140000,山西省,140700,晋中市,140702,榆次区
254,140000,山西省,140700,晋中市,140721,榆社县
255,140000,山西省,140700,晋中市,140722,左权县
256,140000,山西省,140700,晋中市,140723,和顺县
257,140000,山西省,140700,晋中市,140724,昔阳县
258,140000,山西省,140700,晋中市,140725,寿阳县
259,140000,山西省,140700,晋中市,140726,太谷县
260,140000,山西省,140700,晋中市,140727,祁县
261,140000,山西省,140700,晋中市,140728,平遥县
262,140000,山西省,140700,晋中市,140729,灵石县
263,140000,山西省,140700,晋中市,140781,介休市
264,140000,山西省,140800,运城市,140802,盐湖区
265,140000,山西省,140800,运城市,140821,临猗县
266,140000,山西省,140800,运城市,140822,万荣县
267,140000,山西省,140800,运城市,140823,闻喜县
268,140000,山西省,140800,运城市,140824,稷山县
269,140000,山西省,140800,运城市,140825,新绛县
270,140000,山西省,140800,运城市,140826,绛县
271,140000,山西省,140800,运城市,140827,垣曲县
272,140000,山西省,140800,运城市,140828,夏县
273,140000,山西省,140800,运城市,140829,平陆县
274,140000,山西省,140800,运城市,140830,芮城县
275,140000,山西省,140800,运城市,140881,永济市
276,140000,山西省,140800,运城市,140882,河津市
277,140000,山西省,140900,忻州市,140902,忻府区
278,140000,山西省,140900,忻州市,140921,定襄县
279,140000,山西省,140900,忻州市,140922,五台县
280,140000,山西省,140900,忻州市,140923,代县
281,140000,山西省,140900,忻州市,140924,繁峙县
282,140000,山西省,140900,忻州市,140925,宁武县
283,140000,山西省,140900,忻州市,140926,静乐县
284,140000,山西省,140900,忻州市,140927,神池县
285,140000,山西省,140900,忻州市,140928,五寨县
286,140000,山西省,140900,忻州市,140929,岢岚县
287,140000,山西省,140900,忻州市,140930,河曲县
288,140000,山西省,140900,忻州市,140931,保德县
289,140000,山西省,140900,忻州市,140932,偏关县
290,140000,山西省,140900,忻州市,140981,原平市
291,140000,山西省,141000,临汾市,141002,尧都区
292,140000,山西省,141000,临汾市,141021,曲沃县
293,140000,山西省,141000,临汾市,141022,翼城县
294,140000,山西省,141000,临汾市,141023,襄汾县
295,140000,山西省,141000,临汾市,141024,洪洞县
296,140000,山西省,141000,临汾市,141025,古县
297,140000,山西省,141000,临汾市,141026,安泽县
298,140000,山西省,141000,临汾市,141027,浮山县
299,140000,山西省,141000,临汾市,141028,吉县
300,140000,山西省,141000,临汾市,141029,乡宁县
301,140000,山西省,141000,临汾市,141030,大宁县
302,140000,山西省,141000,临汾市,141031,隰县
303,140000,山西省,141000,临汾市,141032,永和县
304,140000,山西省,141000,临汾市,141033,蒲县
305,140000,山西省,141000,临汾市,141034,汾西县
306,140000,山西省,141000,临汾市,141081,侯马市
307,140000,山西省,141000,临汾市,141082,霍州市
308,140000,山西省,141100,吕梁市,141102,离石区
309,140000,山西省,141100,吕梁市,141121,文水县
310,140000,山西省,141100,吕梁市,141122,交城县
311,140000,山西省,141100,吕梁市,141123,兴县
312,140000,山西省,141100,吕梁市,141124,临县
313,140000,山西省,141100,吕梁市,141125,柳林县
314,140000,山西省,141100,吕梁市,141126,石楼县
315,140000,山西省,141100,吕梁市,141127,岚县
316,140000,山西省,141100,吕梁市,141128,方山县
317,140000,山西省,141100,吕梁市,141129,中阳县
318,140000,山西省,141100,吕梁市,141130,交口县
319,140000,山西省,141100,吕梁市,141181,孝义市
320,140000,山西省,141100,吕梁市,141182,汾阳市
321,150000,内蒙古自治区,150100,呼和浩特市,150102,新城区
322,150000,内蒙古自治区,150100,呼和浩特市,150103,回民区
323,150000,内蒙古自治区,150100,呼和浩特市,150104,玉泉区
324,150000,内蒙古自治区,150100,呼和浩特市,150105,赛罕区
325,150000,内蒙古自治区,150100,呼和浩特市,150121,土默特左旗
326,150000,内蒙古自治区,150100,呼和浩特市,150122,托克托县
327,150000,内蒙古自治区,150100,呼和浩特市,150123,和林格尔县
328,150000,内蒙古自治区,150100,呼和浩特市,150124,清水河县
329,150000,内蒙古自治区,150100,呼和浩特市,150125,武川县
330,150000,内蒙古自治区,150200,包头市,150202,东河区
331,150000,内蒙古自治区,150200,包头市,150203,昆都仑区
332,150000,内蒙古自治区,150200,包头市,150204,青山区
333,150000,内蒙古自治区,150200,包头市,150205,石拐区
334,150000,内蒙古自治区,150200,包头市,150206,白云鄂博矿区
335,150000,内蒙古自治区,150200,包头市,150207,九原区
336,150000,内蒙古自治区,150200,包头市,150221,土默特右旗
337,150000,内蒙古自治区,150200,包头市,150222,固阳县
338,150000,内蒙古自治区,150200,包头市,150223,达尔罕茂明安联合旗
339,150000,内蒙古自治区,150300,乌海市,150302,海勃湾区
340,150000,内蒙古自治区,150300,乌海市,150303,海南区
341,150000,内蒙古自治区,150300,乌海市,150304,乌达区
342,150000,内蒙古自治区,150400,赤峰市,150402,红山区
343,150000,内蒙古自治区,150400,赤峰市,150403,元宝山区
344,150000,内蒙古自治区,150400,赤峰市,150404,松山区
345,150000,内蒙古自治区,150400,赤峰市,150421,阿鲁科尔沁旗
346,150000,内蒙古自治区,150400,赤峰市,150422,巴林左旗
347,150000,内蒙古自治区,150400,赤峰市,150423,巴林右旗
348,150000,内蒙古自治区,150400,赤峰市,150424,林西县
349,150000,内蒙古自治区,150400,赤峰市,150425,克什克腾旗
350,150000,内蒙古自治区,150400,赤峰市,150426,翁牛特旗
351,150000,内蒙古自治区,150400,赤峰市,150428,喀喇沁旗
352,150000,内蒙古自治区,150400,赤峰市,150429,宁城县
353,150000,内蒙古自治区,150400,赤峰市,150430,敖汉旗
354,150000,内蒙古自治区,150500,通辽市,150502,科尔沁区
355,150000,内蒙古自治区,150500,通辽市,150521,科尔沁左翼中旗
356,150000,内蒙古自治区,150500,通辽市,150522,科尔沁左翼后旗
357,150000,内蒙古自治区,150500,通辽市,150523,开鲁县
358,150000,内蒙古自治区,150500,通辽市,150524,库伦旗
359,150000,内蒙古自治区,150500,通辽市,150525,奈曼旗
360,150000,内蒙古自治区,150500,通辽市,150526,扎鲁特旗
361,150000,内蒙古自治区,150500,通辽市,150581,霍林郭勒市
362,150000,内蒙古自治区,150600,鄂尔多斯市,150602,东胜区
363,150000,内蒙古自治区,150600,鄂尔多斯市,150621,达拉特旗
364,150000,内蒙古自治区,150600,鄂尔多斯市,150622,准格尔旗
365,150000,内蒙古自治区,150600,鄂尔多斯市,150623,鄂托克前旗
366,150000,内蒙古自治区,150600,鄂尔多斯市,150624,鄂托克旗
367,150000,内蒙古自治区,150600,鄂尔多斯市,150625,杭锦旗
368,150000,内蒙古自治区,150600,鄂尔多斯市,150626,乌审旗
369,150000,内蒙古自治区,150600,鄂尔多斯市,150627,伊金霍洛旗
370,150000,内蒙古自治区,150700,呼伦贝尔市,150702,海拉尔区
371,150000,内蒙古自治区,150700,呼伦贝尔市,150703,扎赉诺尔区
372,150000,内蒙古自治区,150700,呼伦贝尔市,150721,阿荣旗
373,150000,内蒙古自治区,150700,呼伦贝尔市,150722,莫力达瓦达斡尔族自治旗
374,150000,内蒙古自治区,150700,呼伦贝尔市,150723,鄂伦春自治旗
375,150000,内蒙古自治区,150700,呼伦贝尔市,150724,鄂温克族自治旗
376,150000,内蒙古自治区,150700,呼伦贝尔市,150725,陈巴尔虎旗
377,150000,内蒙古自治区,150700,呼伦贝尔市,150726,新巴尔虎左旗
378,150000,内蒙古自治区,150700,呼伦贝尔市,150727,新巴尔虎右旗
379,150000,内蒙古自治区,150700,呼伦贝尔市,150781,满洲里市
380,150000,内蒙古自治区,150700,呼伦贝尔市,150782,牙克石市
381,150000,内蒙古自治区,150700,呼伦贝尔市,150783,扎兰屯市
382,150000,内蒙古自治区,150700,呼伦贝尔市,150784,额尔古纳市
383,150000,内蒙古自治区,150700,呼伦贝尔市,150785,根河市
384,150000,内蒙古自治区,150800,巴彦淖尔市,150802,临河区
385,150000,内蒙古自治区,150800,巴彦淖尔市,150821,五原县
386,150000,内蒙古自治区,150800,巴彦淖尔市,150822,磴口县
387,150000,内蒙古自治区,150800,巴彦淖尔市,150823,乌拉特前旗
388,150000,内蒙古自治区,150800,巴彦淖尔市,150824,乌拉特中旗
389,150000,内蒙古自治区,150800,巴彦淖尔市,150825,乌拉特后旗
390,150000,内蒙古自治区,150800,巴彦淖尔市,150826,杭锦后旗
391,150000,内蒙古自治区,150900,乌兰察布市,150902,集宁区
392,150000,内蒙古自治区,150900,乌兰察布市,150921,卓资县
393,150000,内蒙古自治区,150900,乌兰察布市,150922,化德县
394,150000,内蒙古自治区,150900,乌兰察布市,150923,商都县
395,150000,内蒙古自治区,150900,乌兰察布市,150924,兴和县
396,150000,内蒙古自治区,150900,乌兰察布市,150925,凉城县
397,150000,内蒙古自治区,150900,乌兰察布市,150926,察哈尔右翼前旗
398,150000,内蒙古自治区,150900,乌兰察布市,150927,察哈尔右翼中旗
399,150000,内蒙古自治区,150900,乌兰察布市,150928,察哈尔右翼后旗
400,150000,内蒙古自治区,150900,乌兰察布市,150929,四子王旗
401,150000,内蒙古自治区,150900,乌兰察布市,150981,丰镇市
402,150000,内蒙古自治区,152200,兴安盟,152201,乌兰浩特市
403,150000,内蒙古自治区,152200,兴安盟,152202,阿尔山市
404,150000,内蒙古自治区,152200,兴安盟,152221,科尔沁右翼前旗
405,150000,内蒙古自治区,152200,兴安盟,152222,科尔沁右翼中旗
406,150000,内蒙古自治区,152200,兴安盟,152223,扎赉特旗
407,150000,内蒙古自治区,152200,兴安盟,152224,突泉县
408,150000,内蒙古自治区,152500,锡林郭勒盟,152501,二连浩特市
409,150000,内蒙古自治区,152500,锡林郭勒盟,152502,锡林浩特市
410,150000,内蒙古自治区,152500,锡林郭勒盟,152522,阿巴嘎旗
411,150000,内蒙古自治区,152500,锡林郭勒盟,152523,苏尼特左旗
412,150000,内蒙古自治区,152500,锡林郭勒盟,152524,苏尼特右旗
413,150000,内蒙古自治区,152500,锡林郭勒盟,152525,东乌珠穆沁旗
414,150000,内蒙古自治区,152500,锡林郭勒盟,152526,西乌珠穆沁旗
415,150000,内蒙古自治区,152500,锡林郭勒盟,152527,太仆寺旗
416,150000,内蒙古自治区,152500,锡林郭勒盟,152528,镶黄旗
417,150000,内蒙古自治区,152500,锡林郭勒盟,152529,正镶白旗
418,150000,内蒙古自治区,152500,锡林郭勒盟,152530,正蓝旗
419,150000,内蒙古自治区,152500,锡林郭勒盟,152531,多伦县
420,150000,内蒙古自治区,152900,阿拉善盟,152921,阿拉善左旗
421,150000,内蒙古自治区,152900,阿拉善盟,152922,阿拉善右旗
422,150000,内蒙古自治区,152900,阿拉善盟,152923,额济纳旗
423,210000,辽宁省,210100,沈阳市,210102,和平区
424,210000,辽宁省,210100,沈阳市,210103,沈河区
425,210000,辽宁省,210100,沈阳市,210104,大东区
426,210000,辽宁省,210100,沈阳市,210105,皇姑区
427,210000,辽宁省,210100,沈阳市,210106,铁西区
428,210000,辽宁省,210100,沈阳市,210111,苏家屯区
429,210000,辽宁省,210100,沈阳市,210112,浑南区
430,210000,辽宁省,210100,沈阳市,210113,沈北新区
431,210000,辽宁省,210100,沈阳市,210114,于洪区
432,210000,辽宁省,210100,沈阳市,210122,辽中县
433,210000,辽宁省,210100,沈阳市,210123,康平县
434,210000,辽宁省,210100,沈阳市,210124,法库县
435,210000,辽宁省,210100,沈阳市,210181,新民市
436,210000,辽宁省,210200,大连市,210202,中山区
437,210000,辽宁省,210200,大连市,210203,西岗区
438,210000,辽宁省,210200,大连市,210204,沙河口区
439,210000,辽宁省,210200,大连市,210211,甘井子区
440,210000,辽宁省,210200,大连市,210212,旅顺口区
441,210000,辽宁省,210200,大连市,210213,金州区
442,210000,辽宁省,210200,大连市,210214,普兰店区
443,210000,辽宁省,210200,大连市,210224,长海县
444,210000,辽宁省,210200,大连市,210281,瓦房店市
445,210000,辽宁省,210200,大连市,210283,庄河市
446,210000,辽宁省,210300,鞍山市,210302,铁东区
447,210000,辽宁省,210300,鞍山市,210303,铁西区
448,210000,辽宁省,210300,鞍山市,210304,立山区
449,210000,辽宁省,210300,鞍山市,210311,千山区
450,210000,辽宁省,210300,鞍山市,210321,台安县
451,210000,辽宁省,210300,鞍山市,210323,岫岩满族自治县
452,210000,辽宁省,210300,鞍山市,210381,海城市
453,210000,辽宁省,210400,抚顺市,210402,新抚区
454,210000,辽宁省,210400,抚顺市,210403,东洲区
455,210000,辽宁省,210400,抚顺市,210404,望花区
456,210000,辽宁省,210400,抚顺市,210411,顺城区
457,210000,辽宁省,210400,抚顺市,210421,抚顺县
458,210000,辽宁省,210400,抚顺市,210422,新宾满族自治县
459,210000,辽宁省,210400,抚顺市,210423,清原满族自治县
460,210000,辽宁省,210500,本溪市,210502,平山区
461,210000,辽宁省,210500,本溪市,210503,溪湖区
462,210000,辽宁省,210500,本溪市,210504,明山区
463,210000,辽宁省,210500,本溪市,210505,南芬区
464,210000,辽宁省,210500,本溪市,210521,本溪满族自治县
465,210000,辽宁省,210500,本溪市,210522,桓仁满族自治县
466,210000,辽宁省,210600,丹东市,210602,元宝区
467,210000,辽宁省,210600,丹东市,210603,振兴区
468,210000,辽宁省,210600,丹东市,210604,振安区
469,210000,辽宁省,210600,丹东市,210624,宽甸满族自治县
470,210000,辽宁省,210600,丹东市,210681,东港市
471,210000,辽宁省,210600,丹东市,210682,凤城市
472,210000,辽宁省,210700,锦州市,210702,古塔区
473,210000,辽宁省,210700,锦州市,210703,凌河区
474,210000,辽宁省,210700,锦州市,210711,太和区
475,210000,辽宁省,210700,锦州市,210726,黑山县
476,210000,辽宁省,210700,锦州市,210727,义县
477,210000,辽宁省,210700,锦州市,210781,凌海市
478,210000,辽宁省,210700,锦州市,210782,北镇市
479,210000,辽宁省,210800,营口市,210802,站前区
480,210000,辽宁省,210800,营口市,210803,西市区
481,210000,辽宁省,210800,营口市,210804,鲅鱼圈区
482,210000,辽宁省,210800,营口市,210811,老边区
483,210000,辽宁省,210800,营口市,210881,盖州市
484,210000,辽宁省,210800,营口市,210882,大石桥市
485,210000,辽宁省,210900,阜新市,210902,海州区
486,210000,辽宁省,210900,阜新市,210903,新邱区
487,210000,辽宁省,210900,阜新市,210904,太平区
488,210000,辽宁省,210900,阜新市,210905,清河门区
489,210000,辽宁省,210900,阜新市,210911,细河区
490,210000,辽宁省,210900,阜新市,210921,阜新蒙古族自治县
491,210000,辽宁省,210900,阜新市,210922,彰武县
492,210000,辽宁省,211000,辽阳市,211002,白塔区
493,210000,辽宁省,211000,辽阳市,211003,文圣区
494,210000,辽宁省,211000,辽阳市,211004,宏伟区
495,210000,辽宁省,211000,辽阳市,211005,弓长岭区
496,210000,辽宁省,211000,辽阳市,211011,太子河区
497,210000,辽宁省,211000,辽阳市,211021,辽阳县
498,210000,辽宁省,211000,辽阳市,211081,灯塔市
499,210000,辽宁省,211100,盘锦市,211102,双台子区
500,210000,辽宁省,211100,盘锦市,211103,兴隆台区
501,210000,辽宁省,211100,盘锦市,211121,大洼县
502,210000,辽宁省,211100,盘锦市,211122,盘山县
503,210000,辽宁省,211200,铁岭市,211202,银州区
504,210000,辽宁省,211200,铁岭市,211204,清河区
